# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Mon Feb 17 16:42:17 UTC 2025
# isochrones based on PARSEC release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using OBC version of bolometric corrections as detailed in Marigo et al. (2008, A&A 482, 883) and Girardi et al. (2008, PASP 120, 583
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Age = 1.000000E+07 yr
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0005 -1.49213 7.00000 0.5500000715 2.2836583126    0.550 -0.710  3.6492  4.437    0 6.545 6.683 7.252 5.963
0.0005 -1.49213 7.00000 0.5620048046 2.2933538047    0.562 -0.689  3.6527  4.440    0 6.493 6.620 7.178 5.909
0.0005 -1.49213 7.00000 0.5880729556 2.3128486004    0.588 -0.639  3.6606  4.441    0 6.368 6.472 7.007 5.779
0.0005 -1.49213 7.00000 0.6000000238 2.3211213258    0.600 -0.615  3.6643  4.441    0 6.309 6.402 6.926 5.718
0.0005 -1.49213 7.00000 0.6117834449 2.3289312082    0.612 -0.595  3.6677  4.442    0 6.257 6.341 6.855 5.665
0.0005 -1.49213 7.00000 0.6495728493 2.3517943123    0.650 -0.521  3.6786  4.438    0 6.073 6.128 6.613 5.477
0.0005 -1.49213 7.00000 0.6499999762 2.3520353107    0.650 -0.525  3.6784  4.442    0 6.082 6.138 6.623 5.486
0.0005 -1.49213 7.00000 0.6999999881 2.3779266974    0.700 -0.423  3.6926  4.428    0 5.826 5.850 6.300 5.230
0.0005 -1.49213 7.00000 0.7236345410 2.3887430531    0.724 -0.370  3.7041  4.436    0 5.695 5.699 6.122 5.103
0.0005 -1.49213 7.00000 0.7322795987 2.3924994694    0.732 -0.346  3.7089  4.437    0 5.636 5.633 6.044 5.047
0.0005 -1.49213 7.00000 0.7500000000 2.3998889087    0.750 -0.297  3.7188  4.438    0 5.514 5.498 5.888 4.934
0.0005 -1.49213 7.00000 0.7713853121 2.4082887805    0.771 -0.243  3.7273  4.430    0 5.378 5.355 5.725 4.809
0.0005 -1.49213 7.00000 0.8000000119 2.4187244405    0.800 -0.166  3.7393  4.416    0 5.185 5.155 5.499 4.634
0.0005 -1.49213 7.00000 0.8056828976 2.4206957599    0.805 -0.151  3.7416  4.413    0 5.147 5.117 5.456 4.601
0.0005 -1.49213 7.00000 0.8332987428 2.4298367374    0.833 -0.073  3.7529  4.395    0 4.953 4.921 5.237 4.430
0.0005 -1.49213 7.00000 0.8500000238 2.4350346840    0.850 -0.024  3.7599  4.383    0 4.830 4.798 5.099 4.321
0.0005 -1.49213 7.00000 0.8794645071 2.4436537500    0.879  0.067  3.7721  4.355    0 4.602 4.571 4.850 4.120
0.0005 -1.49213 7.00000 0.8999999762 2.4492786016    0.899  0.131  3.7808  4.336    0 4.442 4.412 4.675 3.980
0.0005 -1.49213 7.00000 0.9149527550 2.4531921227    0.914  0.177  3.7871  4.322    0 4.327 4.298 4.551 3.879
0.0005 -1.49213 7.00000 0.9365997314 2.4586038786    0.936  0.240  3.7965  4.307    0 4.169 4.141 4.378 3.741
0.0005 -1.49213 7.00000 0.9499999881 2.4618121868    0.950  0.278  3.8025  4.300    0 4.076 4.049 4.277 3.662
0.0005 -1.49213 7.00000 0.9678814411 2.4659346734    0.968  0.325  3.8109  4.294    0 3.958 3.932 4.146 3.562
0.0005 -1.49213 7.00000 1.0000000000 2.4729154477    1.000  0.400  3.8271  4.299    0 3.770 3.747 3.937 3.411
0.0005 -1.49213 7.00000 1.0119667053 2.4753864032    1.012  0.425  3.8337  4.305    0 3.708 3.685 3.866 3.363
0.0005 -1.49213 7.00000 1.0263994932 2.4782785971    1.026  0.450  3.8417  4.318    0 3.644 3.623 3.793 3.318
0.0005 -1.49213 7.00000 1.0499999523 2.4828114860    1.050  0.482  3.8541  4.345    0 3.564 3.545 3.697 3.267
0.0005 -1.49213 7.00000 1.0616239309 2.4849590794    1.061  0.497  3.8611  4.363    0 3.527 3.510 3.653 3.248
0.0005 -1.49213 7.00000 1.1000000238 2.4916801480    1.099  0.526  3.8793  4.422    0 3.455 3.444 3.562 3.222
0.0005 -1.49213 7.00000 1.1347236633 2.4973131745    1.134  0.550  3.8935  4.468    0 3.394 3.390 3.490 3.201
0.0005 -1.49213 7.00000 1.1499999762 2.4996678137    1.149  0.563  3.8991  4.485    0 3.364 3.364 3.457 3.188
0.0005 -1.49213 7.00000 1.1661287546 2.5020770126    1.166  0.575  3.9052  4.502    0 3.332 3.336 3.421 3.174
0.0005 -1.49213 7.00000 1.2000000477 2.5068948796    1.200  0.608  3.9169  4.529    0 3.250 3.266 3.336 3.132
0.0005 -1.49213 7.00000 1.2314548492 2.5110971628    1.231  0.639  3.9274  4.551    0 3.172 3.205 3.263 3.095
0.0005 -1.49213 7.00000 1.2500000000 2.5134610955    1.250  0.664  3.9335  4.557    0 3.111 3.155 3.205 3.058
0.0005 -1.49213 7.00000 1.2905709743 2.5183612776    1.291  0.715  3.9463  4.570    0 2.981 3.057 3.093 2.987
0.0005 -1.49213 7.00000 1.2999999523 2.5194498592    1.300  0.728  3.9492  4.573    0 2.951 3.034 3.068 2.971
0.0005 -1.49213 7.00000 1.3500000238 2.5249313598    1.350  0.791  3.9644  4.587    0 2.792 2.924 2.944 2.888
0.0005 -1.49213 7.00000 1.3999999762 2.5299650300    1.400  0.851  3.9787  4.600    0 2.642 2.826 2.835 2.811
0.0005 -1.49213 7.00000 1.4128354788 2.5311913141    1.413  0.866  3.9822  4.603    0 2.604 2.803 2.809 2.792
0.0005 -1.49213 7.00000 1.4500000477 2.5346015836    1.450  0.913  3.9927  4.609    0 2.487 2.729 2.729 2.731
0.0005 -1.49213 7.00000 1.5000000000 2.5388844597    1.500  0.975  4.0065  4.617    0 2.332 2.636 2.629 2.654
0.0005 -1.49213 7.00000 1.5499999523 2.5428511323    1.550  1.032  4.0192  4.625    0 2.189 2.555 2.540 2.585
0.0005 -1.49213 7.00000 1.6000000238 2.5465340628    1.600  1.088  4.0315  4.632    0 2.050 2.477 2.457 2.518
0.0005 -1.49213 7.00000 1.6499999762 2.5499614773    1.649  1.141  4.0431  4.639    0 1.918 2.406 2.380 2.456
0.0005 -1.49213 7.00000 1.7000000477 2.5531580802    1.699  1.193  4.0545  4.645    0 1.788 2.337 2.307 2.395
0.0005 -1.49213 7.00000 1.7500000000 2.5561455243    1.749  1.243  4.0654  4.651    0 1.662 2.270 2.236 2.337
0.0005 -1.49213 7.00000 1.7999999523 2.5589429085    1.799  1.290  4.0755  4.657    0 1.544 2.208 2.170 2.281
0.0005 -1.49213 7.00000 1.8500000238 2.5615671203    1.849  1.337  4.0855  4.662    0 1.428 2.147 2.106 2.227
0.0005 -1.49213 7.00000 1.8999999762 2.5640331260    1.899  1.382  4.0953  4.667    0 1.314 2.088 2.043 2.174
0.0005 -1.49213 7.00000 1.9500000477 2.5663542714    1.950  1.426  4.1044  4.672    0 1.206 2.031 1.983 2.123
0.0005 -1.49213 7.00000 2.0000000000 2.5685424513    2.000  1.468  4.1133  4.676    0 1.101 1.976 1.925 2.073
0.0005 -1.49213 7.00000 2.0499999523 2.5706083333    2.050  1.508  4.1216  4.680    0 0.999 1.922 1.869 2.024
0.0005 -1.49213 7.00000 2.0999999046 2.5725614918    2.099  1.548  4.1296  4.683    0 0.901 1.870 1.814 1.977
0.0005 -1.49213 7.00000 2.1500000954 2.5744105556    2.149  1.586  4.1372  4.685    0 0.806 1.818 1.760 1.929
0.0005 -1.49213 7.00000 2.2000000477 2.5761632879    2.199  1.623  4.1447  4.688    0 0.713 1.768 1.707 1.884
0.0005 -1.49213 7.00000 2.2500000000 2.5778267375    2.249  1.660  4.1520  4.690    0 0.621 1.719 1.656 1.839
0.0005 -1.49213 7.00000 2.2999999523 2.5794072884    2.299  1.695  4.1589  4.692    0 0.533 1.672 1.606 1.795
0.0005 -1.49213 7.00000 2.3499999046 2.5809107422    2.349  1.729  4.1649  4.692    0 0.448 1.621 1.554 1.748
0.0005 -1.49213 7.00000 2.4000000954 2.5823423892    2.399  1.762  4.1718  4.695    0 0.364 1.577 1.508 1.709
0.0005 -1.49213 7.00000 2.5999999046 2.5874412955    2.600  1.888  4.1942  4.694    1 0.050 1.394 1.318 1.538
0.0005 -1.49213 7.00000 2.8000001907 2.5917117867    2.800  2.004  4.2138  4.688    0 -0.240 1.220 1.138 1.375
0.0005 -1.49213 7.00000 3.0000000000 2.5953341962    3.000  2.111  4.2315  4.683    0 -0.506 1.058 0.971 1.223
0.0005 -1.49213 7.00000 3.2000000477 2.5984409005    3.199  2.210  4.2471  4.674    1 -0.754 0.902 0.811 1.076
0.0005 -1.49213 7.00000 3.4000000954 2.6011310876    3.398  2.302  4.2611  4.664    1 -0.985 0.754 0.658 0.936
0.0005 -1.49213 7.00000 3.5999999046 2.6034804580    3.598  2.389  4.2747  4.656    1 -1.202 0.616 0.517 0.806
0.0005 -1.49213 7.00000 3.7754602432 2.6053076061    3.773  2.461  4.2858  4.649    1 -1.382 0.502 0.399 0.697
0.0005 -1.49213 7.00000 3.8000001907 2.6055477311    3.798  2.471  4.2874  4.649    1 -1.406 0.486 0.383 0.682
0.0005 -1.49213 7.00000 4.0000000000 2.6073790840    4.001  2.548  4.2989  4.640    1 -1.600 0.359 0.253 0.562
0.0005 -1.49213 7.00000 4.1999998093 2.6090113217    4.198  2.621  4.3100  4.632    1 -1.784 0.241 0.131 0.449
0.0005 -1.49213 7.00000 4.4000000954 2.6104741055    4.397  2.691  4.3205  4.624    1 -1.958 0.127 0.015 0.341
0.0005 -1.49213 7.00000 4.5999999046 2.6117915791    4.597  2.757  4.3303  4.616    1 -2.123 0.018 -0.097 0.237
0.0005 -1.49213 7.00000 4.7662401199 2.6127904464    4.764  2.810  4.3381  4.610    1 -2.256 -0.070 -0.187 0.154
0.0005 -1.49213 7.00000 4.8000001907 2.6129836005    4.798  2.821  4.3397  4.609    1 -2.282 -0.088 -0.205 0.137
0.0005 -1.49213 7.00000 5.0000000000 2.6140666223    4.999  2.882  4.3486  4.602    1 -2.434 -0.189 -0.308 0.041
0.0005 -1.49213 7.00000 5.1815705299 2.6149670418    5.181  2.935  4.3562  4.595    1 -2.567 -0.278 -0.399 -0.044
0.0005 -1.49213 7.00000 5.1999998093 2.6150544000    5.200  2.940  4.3570  4.594    1 -2.580 -0.287 -0.408 -0.053
0.0005 -1.49213 7.00000 5.4000000954 2.6159585105    5.401  2.996  4.3649  4.586    1 -2.720 -0.382 -0.506 -0.143
0.0005 -1.49213 7.00000 5.4044299126 2.6159776663    5.405  2.997  4.3651  4.586    1 -2.723 -0.384 -0.508 -0.145
0.0005 -1.49213 7.00000 5.5999999046 2.6167887565    5.601  3.050  4.3725  4.578    1 -2.855 -0.474 -0.600 -0.232
0.0005 -1.49213 7.00000 5.8000001907 2.6175535027    5.801  3.102  4.3797  4.571    1 -2.984 -0.563 -0.691 -0.317
0.0005 -1.49213 7.00000 6.0000000000 2.6182599138    6.000  3.152  4.3867  4.563    1 -3.110 -0.650 -0.781 -0.400
0.0005 -1.49213 7.00000 6.1999998093 2.6189141709    6.200  3.201  4.3934  4.555    1 -3.232 -0.735 -0.867 -0.481
0.0005 -1.49213 7.00000 6.4000000954 2.6195216279    6.399  3.248  4.3998  4.547    1 -3.350 -0.818 -0.952 -0.561
0.0005 -1.49213 7.00000 6.4407954216 2.6196402193    6.439  3.257  4.4011  4.546    1 -3.374 -0.834 -0.969 -0.577
0.0005 -1.49213 7.00000 7.0000000000 2.6211069280    6.996  3.381  4.4175  4.524    1 -3.683 -1.056 -1.195 -0.789
0.0005 -1.49213 7.00000 7.0588340759 2.6212457805    7.055  3.394  4.4191  4.521    1 -3.714 -1.078 -1.217 -0.810
0.0005 -1.49213 7.00000 7.7225370407 2.6226451662    7.722  3.528  4.4364  4.496    1 -4.049 -1.324 -1.467 -1.046
0.0005 -1.49213 7.00000 8.0000000000 2.6231516585    8.001  3.581  4.4431  4.485    1 -4.182 -1.423 -1.569 -1.142
0.0005 -1.49213 7.00000 8.2353744507 2.6235506928    8.235  3.624  4.4484  4.475    1 -4.290 -1.505 -1.652 -1.221
0.0005 -1.49213 7.00000 8.8069162369 2.6244183550    8.802  3.725  4.4606  4.452    1 -4.542 -1.700 -1.850 -1.409
0.0005 -1.49213 7.00000 9.0000000000 2.6246829947    8.995  3.758  4.4645  4.444    1 -4.625 -1.765 -1.916 -1.472
0.0005 -1.49213 7.00000 9.3529195786 2.6251343888    9.349  3.816  4.4712  4.429    1 -4.770 -1.880 -2.033 -1.584
0.0005 -1.49213 7.00000 9.7831163406 2.6256342899    9.780  3.885  4.4789  4.410    1 -4.944 -2.021 -2.176 -1.720
0.0005 -1.49213 7.00000 10.0000000000 2.6258676431    9.998  3.920  4.4826  4.401    1 -5.029 -2.091 -2.247 -1.789
0.0005 -1.49213 7.00000 10.3394861221 2.6262104045   10.339  3.971  4.4879  4.385    1 -5.157 -2.198 -2.355 -1.893
0.0005 -1.49213 7.00000 10.9785499573 2.6267899912   10.980  4.065  4.4973  4.355    1 -5.392 -2.395 -2.555 -2.086
0.0005 -1.49213 7.00000 11.0000000000 2.6268081058   11.001  4.068  4.4976  4.354    1 -5.400 -2.402 -2.562 -2.093
0.0005 -1.49213 7.00000 11.3432130814 2.6270872685   11.344  4.116  4.5022  4.338    1 -5.520 -2.504 -2.665 -2.193
0.0005 -1.49213 7.00000 11.7525930405 2.6273958513   11.754  4.172  4.5071  4.316    1 -5.661 -2.627 -2.788 -2.314
0.0005 -1.49213 7.00000 12.0000000000 2.6275706487   12.001  4.206  4.5100  4.303    1 -5.745 -2.700 -2.861 -2.386
0.0005 -1.49213 7.00000 12.4819402695 2.6278883796   12.479  4.269  4.5147  4.276    1 -5.902 -2.838 -3.001 -2.524
0.0005 -1.49213 7.00000 12.9573736191 2.6281753374   12.952  4.330  4.5189  4.248    1 -6.054 -2.974 -3.137 -2.659
0.0005 -1.49213 7.00000 13.4035377502 2.6284234460   13.395  4.386  4.5222  4.220    1 -6.194 -3.102 -3.265 -2.786
0.0005 -1.49213 7.00000 13.8206148148 2.6286387980   13.808  4.438  4.5246  4.191    1 -6.324 -3.222 -3.385 -2.906
0.0005 -1.49213 7.00000 13.9999990463 2.6287268953   13.987  4.460  4.5254  4.177    1 -6.380 -3.274 -3.438 -2.959
0.0005 -1.49213 7.00000 14.3431806564 2.6288883949   14.331  4.500  4.5266  4.152    1 -6.481 -3.372 -3.536 -3.057
0.0005 -1.49213 7.00000 14.7578821182 2.6290720723   14.746  4.549  4.5274  4.120    1 -6.602 -3.491 -3.655 -3.176
0.0005 -1.49213 7.00000 15.2884902954 2.6292904571   15.278  4.610  4.5274  4.074    1 -6.755 -3.648 -3.812 -3.333
0.0005 -1.49213 7.00000 15.7497558594 2.6294666172   15.740  4.664  4.5258  4.026    1 -6.890 -3.793 -3.957 -3.480
0.0005 -1.49213 7.00000 16.0000000000 2.6295573144   15.990  4.693  4.5243  3.998    1 -6.962 -3.876 -4.040 -3.563
0.0005 -1.49213 7.00000 16.2006244659 2.6296277052   16.188  4.715  4.5230  3.976    1 -7.017 -3.937 -4.101 -3.624
0.0005 -1.49213 7.00000 16.6278152466 2.6297711016   16.610  4.762  4.5193  3.926    1 -7.134 -4.072 -4.235 -3.759
0.0005 -1.49213 7.00000 17.0995502472 2.6299199160   17.075  4.814  4.5126  3.859    1 -7.264 -4.233 -4.395 -3.922
0.0005 -1.49213 7.00000 17.5201377869 2.6300448535   17.490  4.860  4.5047  3.791    1 -7.381 -4.390 -4.550 -4.081
0.0005 -1.49213 7.00000 17.8555698395 2.6301396584   17.820  4.898  4.4967  3.730    1 -7.474 -4.533 -4.691 -4.229
0.0005 -1.49213 7.00000 18.0000000000 2.6301792302   17.965  4.914  4.4928  3.702    1 -7.515 -4.599 -4.757 -4.298
0.0005 -1.49213 7.00000 18.2372112274 2.6302426612   18.200  4.940  4.4857  3.653    1 -7.580 -4.703 -4.860 -4.405
0.0005 -1.49213 7.00000 18.5122718811 2.6303138776   18.473  4.971  4.4791  3.602    1 -7.657 -4.818 -4.973 -4.523
0.0005 -1.49213 7.00000 18.6326713562 2.6303442907   18.593  4.984  4.4769  3.583    1 -7.691 -4.863 -5.018 -4.569
0.0005 -1.49213 7.00000 18.7553443909 2.6303748166   18.715  5.001  4.4837  3.596    1 -7.732 -4.872 -5.028 -4.576
0.0005 -1.49213 7.00000 18.8017177582 2.6303862369   18.761  5.011  4.4935  3.626    1 -7.757 -4.845 -5.003 -4.546
0.0005 -1.49213 7.00000 18.8205108643 2.6303908467   18.780  5.022  4.5061  3.666    1 -7.786 -4.789 -4.949 -4.479
0.0005 -1.49213 7.00000 18.8265323639 2.6303923214   18.786  5.034  4.5164  3.695    1 -7.816 -4.767 -4.930 -4.455
0.0005 -1.49213 7.00000 18.8302440643 2.6303932299   18.789  5.047  4.5259  3.721    1 -7.847 -4.752 -4.916 -4.439
0.0005 -1.49213 7.00000 18.8305435181 2.6303933032   18.789  5.047  4.5262  3.722    1 -7.848 -4.751 -4.915 -4.438
0.0005 -1.49213 7.00000 18.8314762115 2.6303935314   18.790  5.045  4.5244  3.717    1 -7.842 -4.755 -4.918 -4.442
0.0005 -1.49213 7.00000 18.8325061798 2.6303937834   18.791  5.042  4.5218  3.709    1 -7.836 -4.762 -4.925 -4.449
0.0005 -1.49213 7.00000 18.8332252502 2.6303939593   18.792  5.041  4.5195  3.701    1 -7.833 -4.770 -4.933 -4.457
0.0005 -1.49213 7.00000 18.8338050842 2.6303941012   18.793  5.040  4.5177  3.694    1 -7.831 -4.777 -4.939 -4.464
0.0005 -1.49213 7.00000 18.8343124390 2.6303942253   18.793  5.040  4.5160  3.688    1 -7.829 -4.782 -4.945 -4.470
0.0005 -1.49213 7.00000 18.8349208832 2.6303943741   18.794  5.039  4.5139  3.681    2 -7.827 -4.790 -4.952 -4.478
0.0005 -1.49213 7.00000 18.8353672028 2.6303944833   18.794  5.038  4.5122  3.675    2 -7.826 -4.797 -4.958 -4.485
0.0005 -1.49213 7.00000 18.8358211517 2.6303945943   18.795  5.038  4.5106  3.669    2 -7.824 -4.803 -4.964 -4.491
0.0005 -1.49213 7.00000 18.8363742828 2.6303947295   18.795  5.037  4.5083  3.660    2 -7.824 -4.813 -4.974 -4.501
0.0005 -1.49213 7.00000 18.8367500305 2.6303948214   18.796  5.038  4.5061  3.650    2 -7.826 -4.829 -4.990 -4.519
0.0005 -1.49213 7.00000 18.8371334076 2.6303949152   18.796  5.039  4.5038  3.640    2 -7.828 -4.846 -5.006 -4.538
0.0005 -1.49213 7.00000 18.8375186920 2.6303950094   18.796  5.040  4.5015  3.630    2 -7.830 -4.864 -5.023 -4.558
0.0005 -1.49213 7.00000 18.8379116058 2.6303951054   18.797  5.041  4.4991  3.620    2 -7.832 -4.883 -5.042 -4.579
0.0005 -1.49213 7.00000 18.8383121490 2.6303952033   18.797  5.042  4.4967  3.609    2 -7.834 -4.903 -5.062 -4.602
0.0005 -1.49213 7.00000 18.8386211395 2.6303952789   18.798  5.043  4.4946  3.600    2 -7.836 -4.921 -5.078 -4.621
0.0005 -1.49213 7.00000 18.8389377594 2.6303953563   18.798  5.043  4.4924  3.590    2 -7.839 -4.936 -5.093 -4.637
0.0005 -1.49213 7.00000 18.8392791748 2.6303954397   18.798  5.044  4.4899  3.580    2 -7.841 -4.951 -5.108 -4.654
0.0005 -1.49213 7.00000 18.8395214081 2.6303954990   18.798  5.045  4.4882  3.572    2 -7.843 -4.963 -5.119 -4.666
0.0005 -1.49213 7.00000 18.8397846222 2.6303955633   18.799  5.046  4.4863  3.564    2 -7.845 -4.975 -5.131 -4.679
0.0005 -1.49213 7.00000 18.8400821686 2.6303956360   18.799  5.047  4.4841  3.554    2 -7.847 -4.989 -5.145 -4.694
0.0005 -1.49213 7.00000 18.8404445648 2.6303957246   18.799  5.048  4.4813  3.542    2 -7.849 -5.007 -5.163 -4.713
0.0005 -1.49213 7.00000 18.8406600952 2.6303957773   18.799  5.048  4.4796  3.534    2 -7.851 -5.018 -5.173 -4.724
0.0005 -1.49213 7.00000 18.8408985138 2.6303958355   18.800  5.049  4.4777  3.526    2 -7.852 -5.028 -5.183 -4.735
0.0005 -1.49213 7.00000 18.8411655426 2.6303959008   18.800  5.050  4.4756  3.517    2 -7.854 -5.040 -5.194 -4.747
0.0005 -1.49213 7.00000 18.8414649963 2.6303959740   18.800  5.050  4.4733  3.507    2 -7.856 -5.053 -5.207 -4.760
0.0005 -1.49213 7.00000 18.8417987823 2.6303960556   18.801  5.051  4.4705  3.495    2 -7.858 -5.067 -5.221 -4.775
0.0005 -1.49213 7.00000 18.8421726227 2.6303961469   18.801  5.052  4.4673  3.481    2 -7.861 -5.082 -5.235 -4.791
0.0005 -1.49213 7.00000 18.8425922394 2.6303962494   18.801  5.053  4.4638  3.466    2 -7.863 -5.099 -5.251 -4.808
0.0005 -1.49213 7.00000 18.8430595398 2.6303963636   18.802  5.055  4.4597  3.448    2 -7.866 -5.118 -5.270 -4.829
0.0005 -1.49213 7.00000 18.8435802460 2.6303964908   18.802  5.056  4.4549  3.428    2 -7.870 -5.140 -5.291 -4.853
0.0005 -1.49213 7.00000 18.8440761566 2.6303966120   18.803  5.057  4.4504  3.409    2 -7.873 -5.161 -5.311 -4.875
0.0005 -1.49213 7.00000 18.8445968628 2.6303967392   18.803  5.058  4.4453  3.387    2 -7.876 -5.185 -5.333 -4.901
0.0005 -1.49213 7.00000 18.8451156616 2.6303968659   18.804  5.060  4.4403  3.366    2 -7.879 -5.208 -5.356 -4.927
0.0005 -1.49213 7.00000 18.8456134796 2.6303969875   18.804  5.061  4.4352  3.344    2 -7.882 -5.235 -5.382 -4.957
0.0005 -1.49213 7.00000 18.8460826874 2.6303971021   18.805  5.062  4.4303  3.324    2 -7.885 -5.264 -5.409 -4.988
0.0005 -1.49213 7.00000 18.8462944031 2.6303971539   18.805  5.063  4.4281  3.314    2 -7.886 -5.277 -5.421 -5.003
0.0005 -1.49213 7.00000 18.8465309143 2.6303972116   18.805  5.063  4.4257  3.304    2 -7.888 -5.292 -5.436 -5.020
0.0005 -1.49213 7.00000 18.8467998505 2.6303972773   18.806  5.064  4.4228  3.292    2 -7.889 -5.310 -5.453 -5.040
0.0005 -1.49213 7.00000 18.8471126556 2.6303973537   18.806  5.065  4.4194  3.277    2 -7.891 -5.332 -5.475 -5.065
0.0005 -1.49213 7.00000 18.8473911285 2.6303974217   18.806  5.065  4.4162  3.264    2 -7.893 -5.354 -5.495 -5.088
0.0005 -1.49213 7.00000 18.8480377197 2.6303975796   18.807  5.067  4.4088  3.233    3 -7.897 -5.404 -5.543 -5.143
0.0005 -1.49213 7.00000 18.8488464355 2.6303977771   18.808  5.069  4.3993  3.193    3 -7.902 -5.455 -5.593 -5.200
0.0005 -1.49213 7.00000 18.8498611450 2.6303980248   18.809  5.072  4.3872  3.141    3 -7.910 -5.524 -5.658 -5.275
