cluster_name,met,met  _error,loga,loga _error,dm,dm   _error,Av,Av   _error,distance_kpc,distance_kpc_error,E_BV,E_BV_error
NGC 6401,0.014,0.001,8.638,0.009,10.455,0.057,1.815,0.098,12.33104833228909,0.32368348400846464,0.5854838709677419,0.031612903225806455
NGC 6440,0.013,0.001,9.377,0.012,8.015,0.094,0.064,0.047,4.008667176273029,0.17352958891778328,0.02064516129032258,0.015161290322580645
NGC 6441,0.019,0.002,8.630,0.008,10.343,0.047,0.281,0.137,11.711162307544393,0.25347990885926347,0.09064516129032259,0.04419354838709678
NGC 6496,0.013,0.001,9.111,0.102,10.484,0.009,1.065,0.118,12.496833972112192,0.05179504250485278,0.34354838709677415,0.03806451612903226
NGC 6583,0.011,0.001,9.498,0.056,10.461,0.033,1.100,0.028,12.36516739349173,0.18791421074335865,0.3548387096774194,0.009032258064516128
NGC 6717,0.014,0.001,8.659,0.193,10.488,0.009,0.025,0.030,12.519875206248813,0.05189054042889768,0.008064516129032258,0.009677419354838708
NGC 6939,0.011,0.001,9.498,0.006,10.495,0.007,0.764,0.079,12.560299636948741,0.04048962219060738,0.24645161290322581,0.025483870967741934
NGC 7082,0.015,0.003,8.437,0.679,8.957,0.720,0.864,0.519,6.185858764917849,2.051059129843161,0.2787096774193548,0.16741935483870968
NGC 7243,0.014,0.001,9.476,0.015,10.475,0.018,0.068,0.029,12.44514611771385,0.10316162855081028,0.021935483870967745,0.00935483870967742
NGC 7492,0.012,0.001,9.371,0.293,10.480,0.020,0.265,0.103,12.473835142429433,0.11488826740569309,0.08548387096774193,0.0332258064516129
NGC 7654,0.011,0.002,8.750,0.074,10.491,0.008,1.507,0.068,12.537184006801198,0.04618869280349409,0.4861290322580645,0.021935483870967745
NGC 7789,0.014,0.001,9.480,0.013,10.494,0.008,0.422,0.026,12.554516736871385,0.04625254894090289,0.1361290322580645,0.008387096774193548
NGC 869,0.011,0.001,9.341,0.044,10.080,0.039,0.025,0.050,10.375284158180126,0.1863418021779821,0.008064516129032258,0.016129032258064516
NGC 957,0.012,0.002,9.260,0.091,10.294,0.104,0.706,0.025,11.449855346901893,0.548376737765261,0.22774193548387095,0.008064516129032258
NGC3766,0.013,0.001,8.567,0.084,10.468,0.024,0.021,0.014,12.40509230042225,0.13710614691920398,0.006774193548387097,0.004516129032258064
NGC4755,0.019,0.001,8.898,0.004,10.466,0.028,0.018,0.017,12.393672048206806,0.15980991323168467,0.005806451612903225,0.005483870967741936
Per OB2,0.012,0.002,8.355,0.562,10.439,0.053,0.379,0.239,12.240523724999106,0.2987593830720026,0.12225806451612903,0.07709677419354838
Platais 9,0.014,0.001,8.629,0.002,10.445,0.030,0.075,0.057,12.274392311584071,0.16957699657328526,0.024193548387096774,0.018387096774193548
Sco OB4,0.015,0.003,9.364,0.362,8.889,0.370,0.066,0.821,5.995149258481513,1.0215212571511842,0.02129032258064516,0.26483870967741935
